project3/track1/recovery/IMG/center_2017_02_24_22_46_33_217.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_33_217.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_33_217.jpg, 0, 0, 0, 7.933285E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_33_318.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_33_318.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_33_318.jpg, 0, 0, 0, 7.894766E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_33_419.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_33_419.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_33_419.jpg, 0, 0, 0, 7.800642E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_33_519.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_33_519.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_33_519.jpg, 0, 0, 0, 7.864849E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_33_620.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_33_620.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_33_620.jpg, 0, 0, 0, 7.863764E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_33_721.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_33_721.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_33_721.jpg, 0, 0, 0, 7.87332E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_33_823.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_33_823.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_33_823.jpg, 0, 0, 0, 7.886226E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_33_924.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_33_924.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_33_924.jpg, 0, 0, 0, 7.877916E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_024.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_024.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_024.jpg, 0, 0, 0, 8.018107E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_126.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_126.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_126.jpg, 0, 0, 0, 7.957445E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_227.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_227.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_227.jpg, 0, 0, 0, 7.865525E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_327.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_327.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_327.jpg, 0, 0, 0, 7.876641E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_428.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_428.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_428.jpg, 0, 0, 0, 7.950049E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_529.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_529.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_529.jpg, 0, 0, 0, 7.879244E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_629.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_629.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_629.jpg, 0, 0, 0, 8.2358E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_730.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_730.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_730.jpg, 0, 0, 0, 7.820353E-05
project3/track1/recovery/IMG/center_2017_02_24_22_46_34_831.jpg, project3/track1/recovery/IMG/left_2017_02_24_22_46_34_831.jpg, project3/track1/recovery/IMG/right_2017_02_24_22_46_34_831.jpg, 0, 0, 0, 7.859215E-05
